TEST1,12,(-10.0, 16.4, 0.5),16
365,0.2699428,0.2741898,0.2654057,0.2763344,0.273495
750,0.2681787,0.2707825,0.268378,0.2695803,0.2775306
1090,0.2778931,0.2695924,0.2695863,0.2697011,0.2694715
1230,0.27422,0.3791631,0.2714773,0.2696467,0.2977991
TEST2,48,(-10.0, 16.4, 0.5),16
365,0.2687224,0.2695984,0.2695742,0.2696105,0.2695742
750,0.2695863,0.2695863,0.281977,0.2823334,0.2695924
1090,0.3350255,0.3579039,0.3157417,0.3264348,0.3472047
1230,0.3528956,0.3839358,0.3462261,0.3456159,0.3746201
TEST3,100,(-10.0, 16.4, 0.5),16
365,0.2723895,0.2959928,0.2780562,0.3062569,0.2695924
750,0.3110416,0.2984214,0.3217347,0.312419,0.3487513
1090,0.398604,0.3692132,0.3793867,0.3920371,0.3612447
1230,0.3761002,0.3984953,0.4379328,0.3990873,0.4034672
TEST4,200,(-10.0, 16.4, 0.5),16
365,0.3553001,0.3272262,0.2981012,0.3196142,0.2885016
750,0.3511799,0.3606406,0.3736596,0.3836941,0.3618488
1090,0.4280674,0.4006762,0.4208964,0.4453092,0.4027
1230,0.416317,0.4507101,0.4637291,0.4191202,0.4501483
TEST5,500,(-10.0, 16.4, 0.5),16
365,0.4320123,0.4077928,0.4151813,0.3871377,0.4063671
750,0.4768991,0.435329,0.6268317,0.5274042,0.4764339
1090,0.5523608,0.5381698,0.5477271,0.5070391,0.5556049
1230,0.5404111,0.550494,0.514941,0.566745,0.5472196
TEST6,1000,(-10.0, 16.4, 0.5),16
365,2.680005,2.746737,2.716234,2.685388,2.67319
750,16,16,16,16,16
1090,16,16,16,16,16
1230,16,16,16,16,16

