TEST1,12,(135.0, 138.0, -43.0),4
365,0.07100625,0.02592164,0.0678376,0.0202519,0.06808831
750,0.06917121,0.06588777,0.01844253,0.07058185,0.06422642
1090,0.06740564,0.02124569,0.06740715,0.06739809,0.0201643
1230,0.06739809,0.02457897,0.0674132,0.06739205,0.02060078
TEST2,48,(135.0, 138.0, -43.0),4
365,0.06924521,0.06527609,0.02494296,0.06740413,0.02145563
750,0.06740867,0.06887669,0.02052225,0.06750381,0.06773489
1090,0.06751741,0.02285569,0.06935849,0.06544676,0.02398692
1230,0.06739809,0.02258383,0.06735731,0.06739809,0.02171389
TEST3,100,(135.0, 138.0, -43.0),4
365,0.06739054,0.02458954,0.0683949,0.06640883,0.0246424
750,0.02457142,0.06969529,0.02308979,0.06880118,0.0234855
1090,0.06649341,0.02439773,0.0673996,0.02412285,0.06867884
1230,0.06865015,0.0226367,0.06740715,0.02155531,0.06740867
TEST4,200,(135.0, 138.0, -43.0),4
365,0.06740262,0.02983187,0.06891596,0.06588475,0.06739658
750,0.0256951,0.06740715,0.06739507,0.02488405,0.06741017
1090,0.02383589,0.06740564,0.02725224,0.067605,0.02232708
1230,0.06834506,0.0214964,0.06740564,0.02500941,0.06740867
TEST5,500,(135.0, 138.0, -43.0),4
365,0.06739658,0.06739507,0.06871207,0.06607656,0.06739809
750,0.06738601,0.0673996,0.06740111,0.06739054,0.06740413
1090,0.06740262,0.0673996,0.06791311,0.06687099,0.06831486
1230,0.06740867,0.02605455,0.06906548,0.06573976,0.06739809
TEST6,1000,(135.0, 138.0, -43.0),4
365,0.06497554,0.06752948,0.06726518,0.0696968,0.06509485
750,0.06754459,0.06724555,0.0673996,0.06739658,0.06739356
1090,0.06748569,0.06730747,0.06821518,0.06700239,0.06982215
1230,0.0673996,0.06801883,0.06677131,0.06739658,0.02678555

