TEST1,12,(-10.0, 16.4, 0.5),16
365,0.2638297,0.2737012,0.08585898,0.2696233,0.269581
750,0.269587,0.2715444,0.05128461,0.2696353,0.04166685
1090,0.2696233,0.06718531,0.2750725,0.2641438,0.269587
1230,0.2695931,0.04725506,0.2711034,0.268113,0.2695931
TEST2,48,(-10.0, 16.4, 0.5),16
365,0.2695568,0.269587,0.2696112,0.2695749,0.2695689
750,0.269581,0.2724023,0.2669651,0.2693575,0.1049495
1090,0.08863797,0.2811561,0.2599995,0.08606438,0.2696172
1230,0.261679,0.08323101,0.269871,0.2694904,0.26943
TEST3,100,(-10.0, 16.4, 0.5),16
365,0.2689406,0.2696233,0.269581,0.1056926,0.2696172
750,0.2712424,0.2681552,0.2739307,0.2665603,0.09256482
1090,0.1090697,0.2696293,0.271774,0.268995,0.2679921
1230,0.1000017,0.2696172,0.2695991,0.09357372,0.2696293
TEST4,200,(-10.0, 16.4, 0.5),16
365,0.2772776,0.266512,0.2649594,0.2696172,0.2695508
750,0.09913171,0.2696353,0.08658393,0.2739791,0.2652192
1090,0.269001,0.2625368,0.2695689,0.2702576,0.2689225
1230,0.2718163,0.2673397,0.2695689,0.2756404,0.2665362
TEST5,500,(-10.0, 16.4, 0.5),16
365,0.269587,0.2719492,0.2673457,0.2694964,0.2695689
750,0.2695749,0.2695931,0.2706684,0.2685117,0.2695689
1090,0.2695991,0.271049,0.2681009,0.2696172,0.269587
1230,0.2695931,0.2695931,0.2757612,0.2655273,0.2674303

